date,latitude,longitude,altitude_m,ndvi,albedo,cloud_cover_pct,humidity_pct,insolation_wm2,day_of_year,month,year,lst_celsius
2018-09-11,-21.9694,118.5432,138.8,0.1579,0.3859,43.96,40.81,196.48,254,9,2018,8.592
2018-09-12,-39.6609,136.4324,1096.6,0.1163,0.3481,62.16,49.9,171.14,255,9,2018,-10.106
2018-09-13,6.8162,25.838,32.8,0.3011,0.4119,42.65,68.01,209.44,256,9,2018,13.082
2018-09-14,52.3386,6.2807,80.0,0.1028,0.4522,23.82,61.2,213.66,257,9,2018,-10.008
2018-09-15,23.5236,-25.0461,241.2,0.2674,0.2942,18.14,55.31,244.89,258,9,2018,10.297
2018-09-16,8.4073,-65.8992,636.3,0.1705,0.4326,47.75,53.52,140.04,259,9,2018,5.049
2018-09-17,-48.3388,-23.5455,383.1,0.0,0.3013,37.77,49.14,173.64,260,9,2018,-8.626
2018-09-18,13.8009,98.5967,217.1,0.1475,0.3911,61.39,56.67,162.99,261,9,2018,5.968
2018-09-19,58.8065,36.6924,87.1,0.0402,0.3137,48.2,67.91,185.11,262,9,2018,-13.469
2018-09-20,-43.1899,141.3084,57.1,0.1816,0.336,56.88,64.62,147.4,263,9,2018,-3.817
2018-09-21,2.1996,-20.3832,269.1,0.0853,0.3972,37.24,63.77,200.42,264,9,2018,11.599
2018-09-22,45.2848,38.5522,470.3,0.2665,0.2976,56.85,55.96,152.88,265,9,2018,-4.118
2018-09-23,28.8922,47.2707,467.3,0.1812,0.4316,56.41,53.2,160.45,266,9,2018,-3.424
2018-09-24,23.6419,33.011,410.4,0.176,0.2967,63.93,45.83,175.09,267,9,2018,3.211
2018-09-25,24.2981,72.9482,725.6,0.2583,0.413,59.47,50.58,179.33,268,9,2018,-1.971
2018-09-26,-16.8611,-94.524,401.0,0.2932,0.3767,5.39,26.64,222.23,269,9,2018,12.025
2018-09-27,-24.769,4.451,853.8,0.1895,0.3273,32.37,45.08,180.46,270,9,2018,1.07
2018-09-28,37.1233,-142.4791,477.7,0.103,0.3796,0.0,54.08,241.85,271,9,2018,-1.622
2018-09-29,37.2136,-41.5759,740.5,0.0024,0.2915,57.13,54.58,163.8,272,9,2018,-3.753
2018-09-30,44.0487,-4.4399,486.6,0.1033,0.3598,51.39,52.08,159.76,273,9,2018,-9.531
2018-10-01,49.5889,54.8007,838.5,0.1031,0.2761,43.89,52.96,204.97,274,10,2018,-9.382
2018-10-02,1.3611,162.1912,508.9,0.2107,0.423,41.89,34.78,194.13,275,10,2018,11.668
2018-10-03,0.182,36.2344,260.8,0.1657,0.3537,42.27,58.83,194.77,276,10,2018,14.295
2018-10-04,35.7954,87.6938,1209.0,0.2503,0.3489,83.12,30.08,100.07,277,10,2018,-11.381
2018-10-05,17.9957,2.2558,655.6,0.1345,0.407,19.49,40.77,244.29,278,10,2018,4.742
2018-10-06,24.236,48.2775,529.5,0.1866,0.3476,56.64,53.92,108.89,279,10,2018,-0.045
2018-10-07,35.4951,-154.4644,210.5,0.3014,0.3686,29.75,75.63,222.39,280,10,2018,3.282
2018-10-08,46.8006,-88.419,215.3,0.2048,0.2762,32.41,64.58,220.45,281,10,2018,-5.115
2018-10-09,-19.4406,-49.7329,417.1,0.1912,0.4216,23.18,57.75,207.26,282,10,2018,9.478
2018-10-10,-14.93,-9.9024,358.2,0.1401,0.4814,10.19,57.23,261.06,283,10,2018,9.071
2018-10-11,-48.7222,-163.5665,54.4,0.1071,0.4871,30.58,54.19,203.61,284,10,2018,-7.642
2018-10-12,9.3936,-129.5913,356.4,0.119,0.3999,10.01,51.59,237.58,285,10,2018,15.601
2018-10-13,-55.6869,-80.3468,935.5,0.1087,0.3722,21.48,52.42,225.48,286,10,2018,-12.068
2018-10-14,-4.1282,169.7518,578.2,0.2828,0.3068,65.07,43.13,218.01,287,10,2018,10.468
2018-10-15,5.1174,-60.7151,156.4,0.1861,0.4702,0.0,67.31,279.06,288,10,2018,15.831
2018-10-16,-25.615,-6.4652,255.4,0.0652,0.4196,25.74,53.59,227.66,289,10,2018,2.998
2018-10-17,10.9,-109.4048,22.0,0.3864,0.3675,12.85,75.65,215.27,290,10,2018,7.552
2018-10-18,-56.34,39.8808,144.9,0.2003,0.3914,47.1,71.44,184.0,291,10,2018,-9.228
2018-10-19,-55.5182,-78.954,134.6,0.0303,0.3181,31.47,41.86,188.56,292,10,2018,-5.382
2018-10-20,38.7121,-105.4827,108.9,0.1498,0.3379,18.12,55.55,242.38,293,10,2018,5.078
2018-10-21,-16.7771,5.9661,202.1,0.2245,0.4089,48.32,52.9,184.57,294,10,2018,8.561
2018-10-22,-44.7527,-178.0179,248.9,0.361,0.2964,29.92,45.36,186.09,295,10,2018,-2.785
2018-10-23,2.6692,-177.2409,75.8,0.1104,0.4403,42.49,50.75,193.22,296,10,2018,16.622
2018-10-24,32.3992,-101.1352,871.8,0.3053,0.314,32.04,77.44,189.86,297,10,2018,-1.095
2018-10-25,-34.1015,-166.7803,1121.2,0.3481,0.3112,24.44,56.24,221.61,298,10,2018,1.486
2018-10-26,14.7469,-141.1107,735.5,0.1613,0.3363,39.16,71.37,180.71,299,10,2018,4.695
2018-10-27,-49.7583,-58.0102,149.5,0.1665,0.3753,23.82,69.38,219.6,300,10,2018,-6.533
2018-10-28,-53.7982,108.9308,307.5,0.0874,0.2983,74.6,49.72,157.82,301,10,2018,-12.254
2018-10-29,3.7626,25.9375,168.7,0.2137,0.3152,45.73,57.93,188.9,302,10,2018,16.074
2018-10-30,4.8762,4.5604,978.3,0.2327,0.3509,47.31,55.86,180.37,303,10,2018,5.367
2018-10-31,16.4916,-74.344,1058.9,0.3011,0.3734,20.13,54.51,233.27,304,10,2018,7.992
2018-11-01,27.131,155.4313,362.7,0.3398,0.3058,46.87,55.58,202.94,305,11,2018,5.874
2018-11-02,57.1022,-37.0746,709.4,0.124,0.2618,31.83,36.74,186.16,306,11,2018,-8.311
2018-11-03,1.956,-148.6466,370.1,0.0504,0.4819,37.65,88.33,210.54,307,11,2018,11.354
2018-11-04,-21.2452,42.1439,234.7,0.2411,0.3235,34.68,59.89,236.0,308,11,2018,12.115
2018-11-05,35.4223,-139.0182,135.3,0.2638,0.3345,48.39,59.99,199.68,309,11,2018,3.583
2018-11-06,-27.5001,-55.7197,352.8,0.2695,0.3399,0.0,61.23,263.55,310,11,2018,5.53
2018-11-07,-7.3234,2.6683,118.2,0.2255,0.3485,30.66,60.31,231.42,311,11,2018,13.955
2018-11-08,-50.5852,134.7201,212.5,0.238,0.3566,52.8,62.8,189.7,312,11,2018,-8.613
2018-11-09,-56.9579,-2.3232,263.4,0.3713,0.3614,45.37,76.34,205.9,313,11,2018,-7.921
2018-11-10,55.5178,72.8132,267.6,0.2633,0.3002,82.75,60.0,95.09,314,11,2018,-13.32
2018-11-11,40.3176,177.4141,320.9,0.2107,0.2752,13.03,47.77,213.07,315,11,2018,4.716
2018-11-12,23.5169,-132.6639,124.2,0.2168,0.4168,17.68,60.86,260.81,316,11,2018,12.528
2018-11-13,-10.9256,-81.0967,13.2,0.2598,0.3539,0.0,60.35,239.19,317,11,2018,14.813
2018-11-14,-39.2047,-37.9526,213.8,0.4233,0.4209,28.17,79.5,231.68,318,11,2018,-0.012
2018-11-15,-41.2276,-28.1419,691.1,0.2426,0.2183,34.64,66.2,207.11,319,11,2018,-2.046
2018-11-16,-29.9709,-32.0324,542.3,0.274,0.351,53.25,58.42,169.55,320,11,2018,4.452
2018-11-17,5.9072,146.74,761.4,0.2443,0.4489,52.78,40.68,200.97,321,11,2018,16.913
2018-11-18,25.7515,77.0518,854.5,0.3968,0.3238,75.15,42.86,163.1,322,11,2018,-0.759
2018-11-19,19.2237,38.8459,179.1,0.4911,0.3328,61.3,67.29,224.01,323,11,2018,9.856
2018-11-20,-26.4079,-68.6258,741.3,0.3392,0.3523,14.85,59.03,238.64,324,11,2018,5.826
2018-11-21,54.5838,116.5645,155.5,0.2747,0.2776,36.75,59.42,239.39,325,11,2018,-6.855
2018-11-22,28.5476,163.8218,274.3,0.304,0.3168,49.7,57.16,207.2,326,11,2018,5.482
2018-11-23,6.5225,115.6314,104.2,0.0775,0.3242,35.65,54.06,212.25,327,11,2018,18.694
2018-11-24,13.4065,-179.4366,93.9,0.3924,0.3059,59.23,66.21,206.48,328,11,2018,13.543
2018-11-25,-9.648,49.1045,912.1,0.3368,0.3978,52.69,29.23,213.05,329,11,2018,9.7
2018-11-26,-30.2723,-161.5913,566.0,0.3582,0.3469,51.61,47.66,201.16,330,11,2018,12.628
2018-11-27,-17.2833,-87.2614,69.8,0.2576,0.3421,12.82,57.83,267.92,331,11,2018,16.765
2018-11-28,30.9415,-158.5711,339.0,0.2849,0.3601,36.73,72.69,212.48,332,11,2018,5.57
2018-11-29,-58.2728,37.3664,169.2,0.2535,0.2783,55.28,54.39,169.23,333,11,2018,-8.174
2018-11-30,-46.0713,67.1724,214.6,0.4179,0.2646,57.76,66.94,203.94,334,11,2018,0.944
2018-12-01,-54.4797,-138.7845,498.5,0.2711,0.2632,20.33,60.21,236.93,335,12,2018,-3.243
2018-12-02,-55.1125,-41.818,85.9,0.5208,0.2915,32.55,82.11,221.78,336,12,2018,-6.749
2018-12-03,42.6553,-15.7549,504.6,0.3765,0.2486,20.68,72.59,253.98,337,12,2018,0.034
2018-12-04,24.4389,-47.1409,1074.1,0.2279,0.2867,7.2,47.87,281.94,338,12,2018,11.686
2018-12-05,-3.0991,-136.431,626.2,0.3561,0.2896,44.86,52.97,196.34,339,12,2018,24.078
2018-12-06,-48.2599,-29.1788,280.8,0.2752,0.3983,41.16,54.65,242.91,340,12,2018,1.55
2018-12-07,-1.0061,90.4241,226.7,0.159,0.1721,60.99,57.37,205.55,341,12,2018,24.627
2018-12-08,-3.1834,-154.4372,157.3,0.543,0.2993,56.35,64.16,207.15,342,12,2018,21.723
2018-12-09,-39.2158,-151.1352,772.3,0.4357,0.3797,26.33,62.67,255.53,343,12,2018,3.352
2018-12-10,-7.9378,-52.2823,49.1,0.4451,0.3092,44.02,72.37,236.43,344,12,2018,23.567
2018-12-11,-12.1794,159.0213,318.1,0.4119,0.3377,49.79,69.38,238.94,345,12,2018,21.263
2018-12-12,13.902,60.6862,320.5,0.2613,0.3023,42.07,73.01,246.79,346,12,2018,19.51
2018-12-13,16.2112,64.3212,99.3,0.355,0.2611,85.75,84.24,185.52,347,12,2018,10.874
2018-12-14,-54.5635,-49.7088,249.0,0.4544,0.1633,39.61,66.6,248.38,348,12,2018,1.355
2018-12-15,-15.0465,33.7179,429.2,0.3087,0.3002,49.29,70.73,246.19,349,12,2018,16.446
2018-12-16,15.1032,-176.3528,275.6,0.1656,0.2488,49.64,55.66,225.97,350,12,2018,16.781
2018-12-17,0.3764,48.9946,500.1,0.4045,0.2464,49.04,72.44,210.78,351,12,2018,23.556
2018-12-18,42.7788,148.7833,86.6,0.3914,0.2499,62.8,77.15,231.76,352,12,2018,7.396
2018-12-19,19.0432,40.5264,788.3,0.4453,0.3669,17.13,67.17,275.62,353,12,2018,17.599
2018-12-20,-40.4479,134.5315,50.7,0.4913,0.3922,38.96,70.01,228.2,354,12,2018,12.302
2018-12-21,-51.5318,80.6303,984.8,0.4733,0.2772,74.42,48.01,142.1,355,12,2018,-3.598
2018-12-22,17.0903,-136.599,399.1,0.4739,0.2495,22.51,49.55,283.33,356,12,2018,17.85
2018-12-23,-56.8186,144.8832,473.9,0.5318,0.2028,54.62,63.13,206.29,357,12,2018,0.851
2018-12-24,10.2931,-156.0802,490.2,0.3092,0.2918,11.69,74.16,266.78,358,12,2018,26.056
2018-12-25,52.8276,12.2283,18.2,0.4787,0.3489,71.95,66.2,191.59,359,12,2018,0.939
2018-12-26,9.0569,-128.8306,469.8,0.5344,0.251,42.28,71.49,244.0,360,12,2018,23.951
2018-12-27,-13.4196,-175.7856,811.8,0.3514,0.1417,35.52,63.29,318.15,361,12,2018,22.232
2018-12-28,17.1946,-28.0677,586.7,0.3285,0.2915,24.52,54.93,269.48,362,12,2018,20.006
2018-12-29,-5.0097,-73.7853,501.1,0.4134,0.3051,36.24,73.92,258.76,363,12,2018,23.801
2018-12-30,5.474,-5.0398,697.3,0.4269,0.1739,67.98,28.99,203.59,364,12,2018,22.593
2018-12-31,52.9758,27.792,86.3,0.5343,0.2592,63.63,57.16,225.08,365,12,2018,-0.163
2019-01-01,-13.6677,-164.2539,951.7,0.4409,0.2701,67.15,45.39,215.95,1,1,2019,15.593
2019-01-02,55.3429,-135.7188,67.3,0.3816,0.2434,12.2,58.42,261.32,2,1,2019,6.459
2019-01-03,48.6421,21.1113,169.6,0.4204,0.2053,34.91,69.23,263.88,3,1,2019,11.326
2019-01-04,-36.5051,-56.4598,220.8,0.6129,0.2925,5.5,71.85,278.58,4,1,2019,15.434
2019-01-05,-51.6766,82.5025,1127.2,0.4891,0.2218,66.46,56.81,213.32,5,1,2019,-0.542
2019-01-06,-47.9066,54.825,432.7,0.48,0.1654,58.98,69.07,252.61,6,1,2019,4.988
2019-01-07,-57.8134,124.4176,120.5,0.4783,0.1379,54.22,58.26,224.75,7,1,2019,7.376
2019-01-08,-48.6668,69.2974,899.0,0.6364,0.2995,70.85,47.06,212.81,8,1,2019,8.166
2019-01-09,21.9608,-25.2248,1043.1,0.4641,0.2594,49.96,57.6,272.74,9,1,2019,19.347
2019-01-10,-51.4574,62.268,258.6,0.6452,0.2384,34.82,62.72,286.7,10,1,2019,11.473
2019-01-11,-21.7229,-80.8628,195.6,0.5704,0.2018,11.3,52.77,340.03,11,1,2019,22.923
2019-01-12,41.385,-69.7271,1138.3,0.5205,0.2005,33.54,63.05,276.29,12,1,2019,8.303
2019-01-13,-57.2074,104.0347,937.8,0.7708,0.1782,52.39,75.3,239.13,13,1,2019,7.287
2019-01-14,37.7362,-19.289,571.6,0.4451,0.2001,21.42,75.9,273.61,14,1,2019,16.6
2019-01-15,-26.1774,107.4169,25.0,0.5309,0.1096,74.36,72.11,238.47,15,1,2019,16.916
2019-01-16,-45.8202,116.0721,280.4,0.428,0.1848,38.62,70.61,238.43,16,1,2019,11.241
2019-01-17,23.6085,128.7224,235.9,0.6734,0.1948,51.08,83.63,254.57,17,1,2019,22.475
2019-01-18,15.4731,149.9887,432.3,0.7567,0.2364,54.93,62.23,200.26,18,1,2019,23.131
2019-01-19,45.2966,-24.8453,880.4,0.7337,0.2141,22.99,72.57,293.24,19,1,2019,5.58
2019-01-20,28.2085,-65.2079,651.8,0.7117,0.2452,33.59,67.21,275.12,20,1,2019,20.128
2019-01-21,36.4177,29.5915,131.0,0.5667,0.2748,41.34,78.51,291.89,21,1,2019,15.536
2019-01-22,-26.1559,-46.3779,850.6,0.5641,0.2532,46.65,60.38,280.02,22,1,2019,17.207
2019-01-23,-38.7073,36.3867,425.3,0.4265,0.2284,49.98,75.11,278.6,23,1,2019,13.521
2019-01-24,30.0738,74.0109,574.8,0.8105,0.1985,69.3,69.82,215.33,24,1,2019,17.92
2019-01-25,36.8202,67.8258,886.6,0.652,0.1509,69.71,44.9,251.27,25,1,2019,15.616
2019-01-26,58.8606,-45.161,144.6,0.5323,0.2534,16.41,83.0,323.07,26,1,2019,7.427
2019-01-27,-10.4859,-119.9303,285.7,0.7655,0.2679,0.0,61.55,372.07,27,1,2019,34.517
2019-01-28,-15.3578,-25.0094,87.4,0.5381,0.2001,36.96,81.98,316.2,28,1,2019,24.942
2019-01-29,33.1696,-128.6661,327.1,0.6679,0.2858,25.47,67.55,308.0,29,1,2019,22.414
2019-01-30,-19.1036,140.4349,438.7,0.6253,0.1038,61.08,77.69,253.73,30,1,2019,18.176
2019-01-31,51.6909,-55.4841,1304.6,0.6784,0.145,20.12,65.35,305.17,31,1,2019,8.655
2019-02-01,43.0095,-124.3945,436.0,0.6237,0.2354,17.04,70.23,277.85,32,2,2019,19.331
2019-02-02,-8.5207,-170.8388,287.1,0.5151,0.1835,66.94,71.08,255.28,33,2,2019,27.946
2019-02-03,30.1045,52.4961,556.2,0.6597,0.244,33.78,69.08,264.61,34,2,2019,23.43
2019-02-04,30.5451,49.2848,349.2,0.7609,0.1761,66.17,49.84,237.85,35,2,2019,26.313
2019-02-05,-47.6251,-57.3825,254.7,0.6386,0.1479,14.54,70.13,320.93,36,2,2019,10.024
2019-02-06,48.3063,-154.1837,219.7,0.7223,0.18,26.25,59.99,300.26,37,2,2019,18.066
2019-02-07,0.6303,-32.5336,393.1,0.5779,0.0822,24.49,67.37,334.89,38,2,2019,31.913
2019-02-08,39.1749,-67.9617,2.7,0.6614,0.1213,9.41,61.76,333.58,39,2,2019,25.257
2019-02-09,-21.594,63.7634,576.0,0.6211,0.21,66.51,51.93,226.54,40,2,2019,25.583
2019-02-10,47.4628,38.0805,777.8,0.7368,0.2279,73.2,79.12,216.33,41,2,2019,4.476
2019-02-11,-13.2958,-48.7463,683.4,0.6988,0.1716,32.01,74.42,309.61,42,2,2019,35.689
2019-02-12,-58.6995,-101.5587,320.7,0.7232,0.1114,21.96,69.61,269.11,43,2,2019,14.376
2019-02-13,48.6458,175.6929,391.6,0.7808,0.164,26.71,71.59,305.51,44,2,2019,15.807
2019-02-14,-49.0456,-16.5594,729.7,0.7444,0.12,42.05,61.46,253.24,45,2,2019,18.964
2019-02-15,-21.6824,67.7787,389.7,0.7336,0.2097,90.86,74.53,220.88,46,2,2019,20.572
2019-02-16,54.0074,-129.4009,661.6,0.5759,0.1571,18.84,54.83,255.96,47,2,2019,11.291
2019-02-17,54.0729,-5.1877,181.0,0.6789,0.131,32.55,80.8,271.64,48,2,2019,9.808
2019-02-18,8.8125,-170.0868,824.8,0.6695,0.1408,28.14,58.49,315.48,49,2,2019,39.242
2019-02-19,15.8205,1.9638,428.3,0.6892,0.1086,33.34,63.16,328.42,50,2,2019,34.85
2019-02-20,-6.1865,167.0463,377.6,0.6927,0.2095,3.3,68.41,357.93,51,2,2019,41.178
2019-02-21,-24.8147,-41.6856,208.0,0.6267,0.1071,32.77,63.5,324.1,52,2,2019,31.95
2019-02-22,-20.5603,-165.9614,414.8,0.5351,0.069,22.47,67.77,339.15,53,2,2019,33.682
2019-02-23,20.7022,-168.8559,32.8,0.667,0.05,11.98,67.48,391.82,54,2,2019,36.948
2019-02-24,30.2849,-40.3248,44.7,0.749,0.1434,38.36,79.0,319.71,55,2,2019,29.511
2019-02-25,34.9895,-122.391,26.2,0.5934,0.121,6.88,83.64,314.78,56,2,2019,27.748
2019-02-26,34.7542,-171.5932,126.5,0.733,0.0762,32.0,65.57,289.52,57,2,2019,26.447
2019-02-27,-49.0553,92.2369,1149.9,0.9076,0.2269,81.98,59.6,218.58,58,2,2019,11.973
2019-02-28,-0.6696,-14.9317,832.5,0.8571,0.156,13.71,69.27,349.54,59,2,2019,41.483
2019-03-01,-53.0929,-75.8719,1068.1,0.8819,0.1713,0.0,57.26,274.33,60,3,2019,16.7
2019-03-02,5.9435,144.0299,189.2,0.7987,0.1889,55.79,77.78,332.59,61,3,2019,35.213
2019-03-03,-7.0163,-138.19,328.5,0.8787,0.1528,43.91,78.2,338.15,62,3,2019,35.662
2019-03-04,46.5245,164.1308,217.4,0.6615,0.1177,21.85,80.8,324.85,63,3,2019,24.61
2019-03-05,-17.8902,-66.972,21.7,0.6982,0.0708,27.71,67.58,331.3,64,3,2019,36.712
2019-03-06,-45.952,139.8253,67.3,0.4654,0.1971,61.62,58.87,265.17,65,3,2019,21.968
2019-03-07,-42.841,37.0594,795.8,0.8639,0.1701,21.17,62.27,309.02,66,3,2019,19.513
2019-03-08,31.3813,117.6146,141.5,0.9135,0.1415,69.7,66.47,272.09,67,3,2019,24.891
2019-03-09,14.1862,174.2447,727.4,0.7178,0.0738,55.15,69.09,288.51,68,3,2019,31.099
2019-03-10,-47.8653,-76.174,541.6,0.7199,0.1871,15.9,54.66,353.44,69,3,2019,21.886
2019-03-11,-49.9072,166.0088,1221.5,0.6691,0.122,63.62,78.39,216.56,70,3,2019,9.788
2019-03-12,24.1163,-39.7865,291.8,0.8114,0.1163,44.25,84.81,341.04,71,3,2019,35.024
2019-03-13,-51.2684,-41.2157,803.7,0.8587,0.2336,28.37,65.24,299.51,72,3,2019,18.053
2019-03-14,38.6232,-57.4606,758.6,0.5891,0.1055,16.37,69.08,329.97,73,3,2019,28.682
2019-03-15,24.7491,14.9067,89.4,0.8186,0.05,30.55,58.66,340.74,74,3,2019,37.271
2019-03-16,-50.2381,-124.5078,702.9,0.7246,0.1052,22.96,89.18,324.3,75,3,2019,11.918
2019-03-17,-49.8195,19.3361,434.5,0.7655,0.2063,55.17,62.89,289.69,76,3,2019,21.816
2019-03-18,58.3967,15.0137,209.0,0.7893,0.1865,40.32,71.44,273.21,77,3,2019,13.036
2019-03-19,-15.0875,94.2847,29.6,0.7699,0.1025,26.98,56.4,334.65,78,3,2019,41.371
2019-03-20,-15.5229,120.114,12.4,0.7793,0.0832,76.33,80.26,279.53,79,3,2019,33.809
2019-03-21,37.5359,-21.4411,1119.9,0.7522,0.1576,35.54,47.18,350.85,80,3,2019,29.621
2019-03-22,53.6698,-71.16,300.3,0.8516,0.1201,15.38,73.54,342.06,81,3,2019,25.125
2019-03-23,58.3201,-86.6394,612.9,0.7906,0.1875,32.89,61.18,297.11,82,3,2019,14.335
2019-03-24,30.4054,-109.9354,16.4,0.8052,0.0854,44.07,65.08,328.52,83,3,2019,32.536
2019-03-25,-14.8488,-159.2469,11.9,0.6672,0.0613,0.0,65.12,408.41,84,3,2019,43.423
2019-03-26,-49.9799,-56.7187,732.8,0.7247,0.1222,29.79,65.76,324.66,85,3,2019,21.865
2019-03-27,33.2576,-82.7108,239.8,0.8722,0.1063,0.0,61.03,366.04,86,3,2019,33.638
2019-03-28,7.0085,167.9103,133.9,0.8022,0.0991,51.68,66.55,294.06,87,3,2019,39.073
2019-03-29,-9.0934,20.7752,313.6,0.8642,0.1139,49.01,79.21,325.86,88,3,2019,37.629
2019-03-30,48.7625,-54.9803,344.5,0.9423,0.05,33.16,99.7,282.75,89,3,2019,20.796
2019-03-31,-46.6563,28.9683,228.4,0.8724,0.1067,42.2,78.8,268.55,90,3,2019,25.751
2019-04-01,-0.885,-129.8892,458.3,0.8093,0.0804,0.0,60.14,385.58,91,4,2019,48.209
2019-04-02,-58.6376,-20.1443,577.1,0.7009,0.2472,26.36,61.69,338.24,92,4,2019,14.477
2019-04-03,-3.7607,45.4444,593.9,0.5443,0.05,60.35,62.29,311.84,93,4,2019,41.274
2019-04-04,-53.2436,-3.9968,94.3,0.7427,0.1685,53.84,69.94,266.2,94,4,2019,18.483
2019-04-05,-45.7419,-35.3596,186.3,0.7366,0.2203,10.85,80.97,313.86,95,4,2019,26.029
2019-04-06,-45.8969,177.7854,777.9,0.8077,0.0803,56.18,66.66,233.08,96,4,2019,25.63
2019-04-07,17.9052,136.9133,657.9,0.7783,0.1276,43.94,74.78,310.1,97,4,2019,32.308
2019-04-08,29.5254,44.4261,249.1,0.753,0.0802,59.44,68.18,319.7,98,4,2019,32.562
2019-04-09,10.0043,24.9759,440.6,0.6179,0.0783,40.8,79.0,342.57,99,4,2019,36.055
2019-04-10,55.4607,43.4378,491.3,0.6594,0.1257,56.48,64.15,261.82,100,4,2019,15.872
2019-04-11,-15.0155,-107.5276,318.8,0.8401,0.0705,34.31,62.31,357.19,101,4,2019,39.464
2019-04-12,-25.7145,-37.7504,1059.1,0.9566,0.2532,9.35,85.02,358.15,102,4,2019,28.182
2019-04-13,44.2319,-165.7946,79.2,0.7559,0.1869,24.89,55.68,346.82,103,4,2019,33.26
2019-04-14,-33.1685,-8.8034,33.7,0.8094,0.1825,39.71,68.29,301.84,104,4,2019,29.424
2019-04-15,55.5867,15.4889,605.6,0.8435,0.1922,81.36,61.52,239.68,105,4,2019,15.714
2019-04-16,-58.5415,-98.0101,317.1,0.6616,0.0939,7.25,93.56,325.01,106,4,2019,12.074
2019-04-17,56.3855,167.0504,46.9,0.7812,0.1897,75.08,92.99,183.13,107,4,2019,14.877
2019-04-18,-54.8208,147.4037,538.6,0.6713,0.2208,80.84,80.29,198.43,108,4,2019,14.511
2019-04-19,46.9372,79.9716,46.3,0.841,0.1096,58.23,72.82,227.02,109,4,2019,20.674
2019-04-20,3.3241,12.0192,205.6,0.7996,0.1562,39.69,97.17,359.64,110,4,2019,34.715
2019-04-21,59.1558,133.1889,597.7,0.7641,0.2127,44.2,70.0,257.93,111,4,2019,13.145
2019-04-22,-51.1444,-132.9652,468.6,0.6657,0.2544,24.34,76.06,260.08,112,4,2019,17.311
2019-04-23,6.4625,104.5835,406.7,0.8494,0.0903,38.25,72.68,344.05,113,4,2019,42.55
2019-04-24,56.3163,-135.0645,164.4,0.9414,0.1182,24.73,75.87,282.22,114,4,2019,24.443
2019-04-25,2.7717,105.9158,448.0,0.6745,0.0944,81.69,64.25,241.48,115,4,2019,37.107
2019-04-26,15.5278,-80.7237,250.5,0.7357,0.1901,11.1,68.86,405.02,116,4,2019,36.434
2019-04-27,23.4898,135.7526,483.1,0.7861,0.05,50.34,74.56,307.59,117,4,2019,28.087
2019-04-28,-5.4551,159.8552,101.2,0.8471,0.05,21.37,79.1,353.67,118,4,2019,43.901
2019-04-29,15.307,-126.4335,227.0,0.7071,0.1259,29.52,70.42,334.36,119,4,2019,38.015
2019-04-30,10.1177,-13.4368,96.0,0.4793,0.0978,39.32,83.24,299.61,120,4,2019,35.528
2019-05-01,48.139,173.1555,286.0,0.8644,0.1631,43.34,43.33,252.61,121,5,2019,24.182
2019-05-02,-54.5464,-5.9733,24.4,0.7932,0.2221,34.67,80.6,304.78,122,5,2019,19.391
2019-05-03,-26.2844,130.8771,145.6,0.5719,0.1074,50.73,76.43,289.17,123,5,2019,29.33
2019-05-04,54.0494,31.9433,403.5,0.6518,0.0818,58.11,78.45,244.56,124,5,2019,12.222
2019-05-05,46.8317,-44.8812,385.1,0.8763,0.2664,25.45,71.1,265.18,125,5,2019,18.699
2019-05-06,-5.3212,-77.1179,613.1,0.8925,0.0766,25.23,70.73,322.24,126,5,2019,33.524
2019-05-07,14.4159,-106.8397,127.5,0.8359,0.0783,24.08,84.66,358.09,127,5,2019,38.077
2019-05-08,-26.7143,94.2473,463.2,0.7139,0.197,76.8,82.24,263.44,128,5,2019,24.466
2019-05-09,-37.4255,-40.8454,520.3,0.7268,0.1358,37.07,63.73,336.49,129,5,2019,24.704
2019-05-10,-4.3562,4.0592,477.9,0.7226,0.1292,44.31,69.95,344.0,130,5,2019,39.79
2019-05-11,-17.5977,-2.7628,30.3,0.8409,0.1632,61.81,93.15,279.62,131,5,2019,32.717
2019-05-12,10.0387,27.8205,359.7,0.6404,0.1912,55.64,46.17,306.34,132,5,2019,36.013
2019-05-13,-50.6718,131.6078,445.7,0.6089,0.1617,74.53,58.59,215.23,133,5,2019,14.251
2019-05-14,56.9274,173.0662,302.9,0.7783,0.2652,51.52,85.68,285.13,134,5,2019,8.576
2019-05-15,58.3453,-33.2697,534.6,0.6672,0.0857,1.4,76.25,339.0,135,5,2019,13.411
2019-05-16,23.7794,117.9068,364.2,0.845,0.1893,77.25,76.66,255.49,136,5,2019,26.415
2019-05-17,4.3316,95.23,1185.0,0.6446,0.1023,61.94,50.63,288.73,137,5,2019,31.173
2019-05-18,-22.8567,26.4704,156.0,0.695,0.2226,48.14,62.74,323.8,138,5,2019,32.393
2019-05-19,37.6554,164.177,8.8,0.5915,0.1761,49.67,65.79,286.95,139,5,2019,21.654
2019-05-20,22.1677,-107.8292,449.3,0.6941,0.1234,15.79,82.62,373.44,140,5,2019,30.597
2019-05-21,-40.486,-140.6649,425.0,0.5251,0.2083,30.73,57.84,254.52,141,5,2019,20.025
2019-05-22,49.3113,127.4263,777.1,0.6094,0.2317,47.0,61.55,269.07,142,5,2019,14.702
